epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,3703.9,0.71913,1.29856,0.63491,0.98986,0.89063,0.7877,0.86046,0.67716,0.88144,0.78013,0.84631,0.64147,1.01451,2.00104,0.94196,1.23474,0.00106817,0.00106817,0.00106817
129,3731.83,0.75726,1.33971,0.70164,1.00897,0.87165,0.7927,0.85025,0.6729,0.87334,0.77461,0.83941,0.64036,1.00147,1.96015,0.93969,1.2108,0.00106345,0.00106345,0.00106345
130,3759.69,0.69502,1.26825,0.6301,0.98704,0.8844,0.79273,0.85722,0.68155,0.8787,0.78648,0.85164,0.65203,0.97091,1.88388,0.95914,1.21139,0.00105874,0.00105874,0.00105874
131,3787.57,0.69316,1.2412,0.63037,0.97499,0.80245,0.80451,0.84585,0.67198,0.80998,0.809,0.84475,0.64393,1.02514,1.88691,0.98289,1.24692,0.00105402,0.00105402,0.00105402
132,3815.48,0.72303,1.26676,0.64658,0.99561,0.87276,0.78228,0.85885,0.67892,0.87642,0.77642,0.84673,0.64624,0.99261,1.8456,0.91129,1.21345,0.00104931,0.00104931,0.00104931
133,3843.44,0.71043,1.25816,0.63419,0.98778,0.84346,0.8062,0.86126,0.69009,0.8448,0.80124,0.85831,0.66674,0.96907,1.89297,0.93882,1.20586,0.00104459,0.00104459,0.00104459
134,3871.27,0.72898,1.26082,0.63588,1.00086,0.88175,0.79498,0.86342,0.68205,0.8695,0.79589,0.85612,0.6598,1.00456,1.91882,0.95397,1.23391,0.00103987,0.00103987,0.00103987
135,3899.18,0.69205,1.20277,0.6235,0.98097,0.87984,0.79423,0.85708,0.67973,0.87818,0.79344,0.84988,0.65425,1.01006,1.93883,0.92721,1.22862,0.00103516,0.00103516,0.00103516
136,3927.14,0.70547,1.23991,0.62743,0.98218,0.87225,0.79764,0.85376,0.68219,0.89857,0.77207,0.84589,0.6493,1.01509,1.92232,0.94477,1.23298,0.00103044,0.00103044,0.00103044
137,3955.11,0.70617,1.24667,0.63033,0.98591,0.89822,0.77919,0.85153,0.67722,0.89319,0.77635,0.84602,0.65278,1.01773,1.9355,0.98182,1.23991,0.00102573,0.00102573,0.00102573
138,3983.03,0.69941,1.21993,0.60899,0.97199,0.89371,0.79119,0.85807,0.68927,0.89265,0.78817,0.84771,0.65156,1.00144,1.88557,0.95736,1.24634,0.00102101,0.00102101,0.00102101
139,4010.99,0.69494,1.2286,0.62071,0.97966,0.87369,0.81197,0.86341,0.68791,0.87668,0.80016,0.85519,0.66081,0.96068,1.91984,0.91646,1.20721,0.0010163,0.0010163,0.0010163
140,4038.92,0.69522,1.22837,0.61939,0.98158,0.88733,0.79937,0.84985,0.66778,0.89301,0.78652,0.83882,0.6496,1.02175,2.03226,0.96269,1.25812,0.00101158,0.00101158,0.00101158
141,4066.86,0.72863,1.31562,0.65078,1.00103,0.87121,0.81364,0.86516,0.68274,0.86674,0.80985,0.85256,0.65903,0.97934,1.85186,0.89965,1.22502,0.00100687,0.00100687,0.00100687
142,4094.77,0.71533,1.23715,0.63537,0.98587,0.89323,0.79351,0.85565,0.67717,0.88742,0.78878,0.84852,0.64859,0.97657,1.96282,0.95016,1.225,0.00100215,0.00100215,0.00100215
143,4122.58,0.66939,1.2456,0.63052,0.97839,0.8513,0.80181,0.85181,0.68684,0.84648,0.79872,0.84087,0.64725,1.00358,1.99432,0.96579,1.24669,0.000997438,0.000997438,0.000997438
144,4150.43,0.69222,1.21785,0.6041,0.98175,0.89683,0.77635,0.85389,0.68065,0.89479,0.77162,0.84377,0.64845,1.02717,1.98084,0.94231,1.26108,0.000992722,0.000992722,0.000992722
145,4178.37,0.69732,1.21667,0.61813,0.98001,0.85381,0.81611,0.85858,0.6866,0.88523,0.77461,0.84871,0.65311,0.98748,1.98679,0.93724,1.24161,0.000988007,0.000988007,0.000988007
146,4206.23,0.71269,1.25628,0.62164,0.99536,0.8785,0.78677,0.85898,0.69517,0.88163,0.78487,0.84656,0.6537,0.94828,1.86895,0.93228,1.1956,0.000983292,0.000983292,0.000983292
147,4234.18,0.7117,1.2644,0.61957,0.97379,0.86575,0.80174,0.85621,0.69307,0.85972,0.79049,0.84627,0.64937,1.0011,1.9339,0.93944,1.22352,0.000978577,0.000978577,0.000978577
148,4262.04,0.70469,1.23503,0.62197,0.98629,0.87945,0.80476,0.84329,0.6719,0.87257,0.79908,0.83031,0.64036,1.03193,2.02094,0.98736,1.26428,0.000973861,0.000973861,0.000973861
149,4289.94,0.67387,1.17466,0.61025,0.97566,0.9194,0.78323,0.85655,0.69008,0.91569,0.78039,0.84953,0.6612,0.98727,1.93007,0.93143,1.21351,0.000969146,0.000969146,0.000969146
150,4317.85,0.67826,1.18242,0.58831,0.9686,0.89183,0.80427,0.86155,0.68475,0.88471,0.79907,0.85005,0.65723,0.97627,1.92046,0.92769,1.21585,0.000964431,0.000964431,0.000964431
151,4345.77,0.68637,1.14689,0.58712,0.98813,0.88688,0.80412,0.86059,0.6818,0.87807,0.79438,0.84601,0.65758,1.00152,1.90448,0.95017,1.22907,0.000959716,0.000959716,0.000959716
152,4373.77,0.72181,1.27709,0.63114,0.97691,0.86694,0.81518,0.84936,0.67872,0.86582,0.8116,0.84419,0.65082,0.99587,1.93206,0.96817,1.24207,0.000955,0.000955,0.000955
153,4401.64,0.67947,1.17442,0.58531,0.96756,0.91513,0.77392,0.85477,0.69428,0.90991,0.77013,0.84561,0.65689,0.96125,1.90211,0.94068,1.19944,0.000950285,0.000950285,0.000950285
154,4429.57,0.72548,1.30856,0.66733,1.02747,0.91792,0.78506,0.86739,0.69545,0.91181,0.7796,0.85693,0.65513,0.97451,1.90596,0.88735,1.21584,0.00094557,0.00094557,0.00094557
155,4457.51,0.71609,1.24366,0.62654,0.98828,0.89386,0.81306,0.86042,0.68765,0.91169,0.78891,0.85009,0.66221,0.96239,1.88332,0.91114,1.21402,0.000940855,0.000940855,0.000940855
156,4485.41,0.70354,1.24808,0.61802,0.97937,0.89817,0.77446,0.84716,0.68069,0.89587,0.76972,0.8306,0.64917,0.9745,1.91092,0.95804,1.20465,0.00093614,0.00093614,0.00093614
157,4513.26,0.6979,1.18303,0.59957,0.98454,0.92062,0.7747,0.85432,0.68145,0.91059,0.76618,0.8424,0.65155,1.01325,1.90214,0.96826,1.24855,0.000931424,0.000931424,0.000931424
158,4541.15,0.67654,1.17835,0.60629,0.96645,0.90197,0.80501,0.85909,0.68706,0.89523,0.79862,0.85286,0.65266,0.97079,1.84325,0.91201,1.19698,0.000926709,0.000926709,0.000926709
159,4569.03,0.69713,1.19824,0.62375,0.9909,0.85756,0.79077,0.85094,0.68392,0.89159,0.76618,0.84169,0.65123,0.98853,1.96229,0.96469,1.21324,0.000921994,0.000921994,0.000921994
160,4596.89,0.67559,1.2015,0.59277,0.96457,0.87646,0.78228,0.86808,0.70102,0.86806,0.76955,0.85335,0.66325,0.95951,1.87634,0.90298,1.20807,0.000917279,0.000917279,0.000917279
161,4624.73,0.65821,1.17525,0.83402,0.9458,0.91701,0.79764,0.86798,0.70391,0.9108,0.78414,0.85586,0.67441,0.95,1.85343,0.93209,1.20981,0.000912563,0.000912563,0.000912563
162,4652.62,0.68526,1.17814,0.61482,0.97191,0.90206,0.7915,0.85308,0.6889,0.90117,0.78866,0.85068,0.66671,0.96381,1.8396,0.89788,1.20799,0.000907848,0.000907848,0.000907848
163,4680.54,0.68586,1.18568,0.59116,0.97364,0.90909,0.79614,0.85359,0.68708,0.89455,0.78417,0.84075,0.66181,0.98051,1.9147,0.93975,1.23997,0.000903133,0.000903133,0.000903133
164,4708.31,0.658,1.17823,0.58182,0.97594,0.88775,0.80514,0.8624,0.69878,0.88417,0.80221,0.85257,0.67318,0.97529,1.82822,0.92358,1.23102,0.000898418,0.000898418,0.000898418
165,4736.26,0.64758,1.12114,0.56042,0.95831,0.87544,0.81017,0.85899,0.69937,0.88869,0.79504,0.85408,0.66045,0.96114,1.85893,0.94179,1.20469,0.000893703,0.000893703,0.000893703
166,4764.1,0.66407,1.154,0.58416,0.96022,0.91818,0.75257,0.85259,0.69277,0.91121,0.75152,0.84598,0.65926,0.93591,1.89199,0.90511,1.20658,0.000888987,0.000888987,0.000888987
167,4791.99,0.66591,1.1767,0.59476,0.96735,0.90405,0.79218,0.85613,0.69927,0.90013,0.78934,0.84777,0.65463,0.96801,1.91928,0.95321,1.22776,0.000884272,0.000884272,0.000884272
168,4819.9,0.67301,1.18395,0.58504,0.96934,0.90397,0.81658,0.86869,0.6937,0.90281,0.81563,0.85942,0.66225,1.00206,1.88755,0.89477,1.24799,0.000879557,0.000879557,0.000879557
169,4847.79,0.64205,1.10739,0.56534,0.95845,0.90565,0.79978,0.86526,0.6905,0.90791,0.78451,0.8443,0.66351,0.99256,1.89814,0.89805,1.24259,0.000874842,0.000874842,0.000874842
170,4875.71,0.67439,1.19782,0.60526,0.96784,0.85737,0.80451,0.84732,0.68647,0.85631,0.79883,0.84042,0.65703,0.97592,1.90294,0.91887,1.23805,0.000870126,0.000870126,0.000870126
171,4903.6,0.66388,1.17687,0.59168,0.95417,0.91002,0.78209,0.86018,0.6922,0.88619,0.77824,0.84204,0.65623,0.97292,1.88415,0.89796,1.21204,0.000865411,0.000865411,0.000865411
172,4931.44,0.66527,1.17805,0.59451,0.9558,0.90077,0.79035,0.85225,0.68083,0.88993,0.78119,0.83762,0.65688,0.98795,1.91557,0.94057,1.22915,0.000860696,0.000860696,0.000860696
173,4959.31,0.63674,1.13137,0.57399,0.95224,0.91599,0.77565,0.86051,0.68984,0.90545,0.76981,0.84073,0.65122,0.97611,1.9616,0.95431,1.23041,0.000855981,0.000855981,0.000855981
174,4987.17,0.66037,1.13269,0.60461,0.96829,0.91224,0.80664,0.86636,0.69285,0.90284,0.79906,0.85504,0.65656,0.97196,1.91493,0.88847,1.2291,0.000851265,0.000851265,0.000851265
175,5015.12,0.67464,1.18738,0.64926,0.97509,0.90054,0.80451,0.86714,0.69192,0.89095,0.79599,0.84773,0.65248,0.99114,1.98626,0.90993,1.22543,0.00084655,0.00084655,0.00084655
176,5044.42,0.67083,1.19847,0.58457,0.95832,0.91475,0.79574,0.85834,0.6881,0.90496,0.79006,0.84679,0.65275,0.98509,1.88445,0.90454,1.25325,0.000841835,0.000841835,0.000841835
177,5072.52,0.65738,1.1351,0.56217,0.96635,0.91528,0.8083,0.86752,0.70609,0.90607,0.79599,0.85491,0.66183,0.95559,1.86647,0.8775,1.2115,0.00083712,0.00083712,0.00083712
178,5101.03,0.65721,1.15454,0.58181,0.96254,0.90437,0.81122,0.86103,0.6947,0.89518,0.80413,0.8434,0.64928,0.93866,1.91684,0.88091,1.21338,0.000832405,0.000832405,0.000832405
179,5129.28,0.69864,1.1815,0.59382,0.96648,0.88631,0.81964,0.85928,0.69644,0.87397,0.81531,0.84638,0.65799,0.95991,2.00102,0.93077,1.22924,0.000827689,0.000827689,0.000827689
180,5157.38,0.66238,1.1571,0.55042,0.95521,0.90955,0.79125,0.85768,0.69218,0.90576,0.78841,0.85075,0.65409,0.96749,1.97913,0.94802,1.22762,0.000822974,0.000822974,0.000822974
181,5185.47,0.64775,1.11817,0.57006,0.96209,0.90528,0.7727,0.85139,0.69536,0.88037,0.77966,0.84405,0.65794,0.95349,1.95684,0.97231,1.22166,0.000818259,0.000818259,0.000818259
182,5213.59,0.64859,1.15038,0.55806,0.96021,0.90149,0.7943,0.86243,0.70137,0.89886,0.79311,0.84968,0.66063,0.94178,1.96811,0.91156,1.20969,0.000813544,0.000813544,0.000813544
183,5241.82,0.66036,1.20611,0.58108,0.96225,0.90738,0.78852,0.85476,0.69738,0.90376,0.78557,0.85012,0.66013,0.94915,1.84921,0.92027,1.2083,0.000808828,0.000808828,0.000808828
184,5269.91,0.6677,1.12938,0.57836,0.96406,0.89153,0.81003,0.86578,0.69089,0.88248,0.80451,0.8541,0.65593,0.92859,1.90964,0.86811,1.18961,0.000804113,0.000804113,0.000804113
185,5297.97,0.63087,1.10303,0.53588,0.95283,0.92514,0.774,0.85198,0.67945,0.90687,0.77344,0.84707,0.65755,0.94315,1.85397,0.90097,1.19558,0.000799398,0.000799398,0.000799398
186,5326.04,0.63175,1.09751,0.54328,0.9541,0.88367,0.79252,0.85356,0.69166,0.88088,0.79273,0.8443,0.66044,0.94667,1.86511,0.93425,1.2002,0.000794683,0.000794683,0.000794683
187,5354.15,0.6372,1.09072,0.55539,0.95734,0.89018,0.79699,0.85419,0.69544,0.88598,0.79448,0.85119,0.65697,0.96079,1.90195,0.92055,1.23205,0.000789967,0.000789967,0.000789967
188,5382.22,0.62121,1.07522,0.53984,0.94263,0.87364,0.80332,0.85264,0.69215,0.87038,0.79953,0.84872,0.65845,0.93452,1.92852,0.92036,1.20681,0.000785252,0.000785252,0.000785252
189,5410.27,0.63427,1.08662,0.55649,0.95134,0.90588,0.78128,0.85891,0.70197,0.8978,0.77817,0.85054,0.66658,0.95396,1.9396,0.91083,1.22367,0.000780537,0.000780537,0.000780537
190,5438.32,0.63743,1.07945,0.55271,0.95561,0.85342,0.82456,0.86063,0.6952,0.91075,0.77351,0.8596,0.66703,0.97552,1.86876,0.90193,1.24028,0.000775822,0.000775822,0.000775822
191,5466.41,0.6168,1.06676,0.53631,0.95217,0.91158,0.7915,0.86239,0.69885,0.90802,0.78582,0.85453,0.67228,0.95726,1.90725,0.87062,1.24179,0.000771107,0.000771107,0.000771107
192,5494.46,0.62558,1.09008,0.54737,0.94849,0.86952,0.81777,0.86122,0.69741,0.87127,0.81364,0.8596,0.66999,0.94233,1.89654,0.92889,1.21569,0.000766391,0.000766391,0.000766391
193,5522.69,0.6454,1.13312,0.54695,0.95057,0.89021,0.81174,0.86364,0.70822,0.88663,0.8089,0.85804,0.66903,0.94409,1.90083,0.92785,1.22545,0.000761676,0.000761676,0.000761676
194,5550.74,0.61929,1.07575,0.53951,0.94945,0.87511,0.80817,0.85759,0.70777,0.87864,0.80159,0.85045,0.66721,0.92868,1.89004,0.97029,1.19482,0.000756961,0.000756961,0.000756961
195,5578.84,0.6353,1.10366,0.53174,0.94691,0.88498,0.812,0.8606,0.70919,0.91716,0.77711,0.85796,0.67428,0.95556,1.86434,0.93644,1.23283,0.000752246,0.000752246,0.000752246
196,5606.97,0.627,1.08905,0.52482,0.94087,0.88345,0.78713,0.84993,0.70025,0.9074,0.75955,0.84158,0.66357,0.9808,1.88821,0.95288,1.25162,0.00074753,0.00074753,0.00074753
197,5635.16,0.62877,1.11796,0.55332,0.94797,0.91119,0.78157,0.85596,0.70183,0.90351,0.77614,0.84648,0.66306,0.96115,1.92539,0.9323,1.23333,0.000742815,0.000742815,0.000742815
198,5663.19,0.62402,1.12772,0.54967,0.95968,0.8891,0.81352,0.86046,0.70558,0.87531,0.80784,0.85218,0.66374,0.95983,1.94723,0.90314,1.22666,0.0007381,0.0007381,0.0007381
199,5691.38,0.63245,1.08029,0.52581,0.9416,0.89067,0.809,0.85955,0.69838,0.88836,0.80711,0.85137,0.6625,0.97597,1.95074,0.89882,1.23853,0.000733385,0.000733385,0.000733385
200,5719.41,0.63234,1.12337,0.55353,0.95382,0.93748,0.77396,0.86508,0.7067,0.9337,0.77433,0.85624,0.67575,0.92948,1.83121,0.92868,1.20617,0.00072867,0.00072867,0.00072867
201,5747.45,0.61516,1.08565,0.52815,0.93937,0.92095,0.79788,0.86391,0.70585,0.90997,0.7922,0.85155,0.67654,0.94344,1.87828,0.92966,1.22596,0.000723954,0.000723954,0.000723954
202,5775.5,0.60521,1.09076,0.5151,0.93895,0.90138,0.80644,0.86682,0.71279,0.894,0.7986,0.85528,0.67741,0.94883,1.88562,0.91004,1.21782,0.000719239,0.000719239,0.000719239
203,5803.61,0.62247,1.12042,0.54048,0.94063,0.90636,0.78437,0.85527,0.69853,0.89849,0.77892,0.8453,0.66607,0.947,1.93227,0.91476,1.21749,0.000714524,0.000714524,0.000714524
204,5831.71,0.60792,1.04457,0.52806,0.93606,0.87247,0.80574,0.85927,0.70268,0.86699,0.80055,0.851,0.6717,0.94183,1.98221,0.92676,1.20494,0.000709809,0.000709809,0.000709809
205,5859.78,0.60125,1.07585,0.51472,0.945,0.93003,0.7612,0.85244,0.69991,0.91002,0.76593,0.84412,0.66697,0.93772,1.98599,0.92748,1.20772,0.000705093,0.000705093,0.000705093
206,5887.89,0.62219,1.06545,0.52091,0.94247,0.91932,0.77919,0.85999,0.70779,0.90223,0.7754,0.84919,0.67349,0.94903,1.96788,0.95732,1.23326,0.000700378,0.000700378,0.000700378
207,5915.94,0.60931,1.05561,0.53928,0.95657,0.89235,0.78463,0.85842,0.70884,0.87786,0.78147,0.84894,0.67043,0.94866,1.91542,0.94489,1.23687,0.000695663,0.000695663,0.000695663
208,5943.99,0.5911,1.03477,0.5113,0.95003,0.90442,0.80167,0.86336,0.70204,0.89718,0.79624,0.85353,0.66922,0.95072,1.92836,0.87562,1.24396,0.000690948,0.000690948,0.000690948
209,5972.13,0.6004,1.08526,0.51086,0.94246,0.91482,0.7756,0.86423,0.703,0.91216,0.7737,0.85606,0.67514,0.95272,1.88948,0.87037,1.22733,0.000686232,0.000686232,0.000686232
210,6000.13,0.59663,1.0437,0.50929,0.94077,0.88753,0.79883,0.85559,0.70601,0.92358,0.77117,0.84861,0.6655,0.95549,1.89596,0.94541,1.23382,0.000681517,0.000681517,0.000681517
211,6028.31,0.59821,1.06605,0.4945,0.94308,0.93147,0.7841,0.84666,0.69918,0.92655,0.78341,0.84099,0.66163,0.94866,1.90519,0.94532,1.2312,0.000676802,0.000676802,0.000676802
212,6056.42,0.60847,1.0851,0.50502,0.94204,0.88943,0.7915,0.85441,0.69952,0.86387,0.80546,0.84723,0.6661,0.96401,1.90352,0.92627,1.23774,0.000672087,0.000672087,0.000672087
213,6084.51,0.60279,1.03239,0.49879,0.94707,0.91688,0.7773,0.87091,0.7123,0.91046,0.77271,0.86007,0.6759,0.94122,1.92135,0.87998,1.19841,0.000667372,0.000667372,0.000667372
214,6112.64,0.62122,1.05613,0.53667,0.95108,0.89463,0.81139,0.86481,0.69822,0.89017,0.8076,0.86051,0.66806,0.96752,1.86797,0.86415,1.22299,0.000662656,0.000662656,0.000662656
215,6140.79,0.60381,1.039,0.50366,0.94163,0.90777,0.81065,0.86437,0.70515,0.90743,0.80686,0.85996,0.6718,0.96805,1.87337,0.88895,1.23238,0.000657941,0.000657941,0.000657941
216,6168.79,0.6051,1.03588,0.4998,0.97452,0.92008,0.79195,0.86658,0.71041,0.91269,0.78075,0.85608,0.67087,0.96138,2.01215,0.94659,1.2395,0.000653226,0.000653226,0.000653226
217,6196.83,0.59214,1.06119,0.51514,0.9334,0.90185,0.80781,0.8611,0.71237,0.9006,0.80884,0.85463,0.66752,0.94853,1.93136,0.92105,1.22428,0.000648511,0.000648511,0.000648511
218,6224.85,0.58778,1.04693,0.48947,0.92971,0.88891,0.81752,0.8726,0.71177,0.88545,0.81468,0.85829,0.67375,0.9349,1.93828,0.88176,1.20983,0.000643795,0.000643795,0.000643795
219,6252.99,0.60122,1.03946,0.51049,0.93932,0.92542,0.7768,0.8579,0.7119,0.9287,0.77017,0.85184,0.6734,0.93097,2.0061,0.96474,1.20215,0.00063908,0.00063908,0.00063908
220,6281.04,0.5918,1.05422,0.49398,0.93629,0.86905,0.82675,0.86344,0.70562,0.86233,0.82106,0.85755,0.67261,0.95713,1.97496,0.92147,1.23819,0.000634365,0.000634365,0.000634365
221,6309.13,0.6109,1.04049,0.50927,0.94373,0.90274,0.79692,0.86359,0.70595,0.89708,0.7907,0.85878,0.67514,0.94615,2.02671,0.90528,1.24366,0.00062965,0.00062965,0.00062965
222,6337.21,0.61778,1.08951,0.52406,0.94633,0.85995,0.82343,0.86221,0.70966,0.85777,0.82154,0.85574,0.67101,0.94025,2.02118,0.9308,1.21838,0.000624934,0.000624934,0.000624934
223,6365.27,0.60402,1.06024,0.51517,0.94101,0.89353,0.80144,0.85758,0.70617,0.89399,0.80261,0.85363,0.66836,0.93723,1.9529,0.91549,1.22534,0.000620219,0.000620219,0.000620219
224,6393.32,0.59692,1.08148,0.49324,0.92764,0.91581,0.78059,0.86051,0.71627,0.91628,0.78059,0.8571,0.67901,0.93814,1.90036,0.89709,1.23048,0.000615504,0.000615504,0.000615504
225,6421.47,0.61406,1.05895,0.51122,0.93265,0.88738,0.81349,0.87085,0.72015,0.89372,0.80115,0.86436,0.68317,0.94968,1.89868,0.86489,1.22233,0.000610789,0.000610789,0.000610789
226,6449.5,0.58361,0.99955,0.49211,0.93041,0.88334,0.809,0.86234,0.71992,0.88412,0.809,0.86005,0.68029,0.94429,1.9455,0.90907,1.21521,0.000606074,0.000606074,0.000606074
227,6477.48,0.55974,0.99428,0.48732,0.92445,0.90295,0.78533,0.86119,0.70612,0.85104,0.81732,0.85562,0.67426,0.97389,1.96052,0.9068,1.25482,0.000601358,0.000601358,0.000601358
228,6505.57,0.58529,1.10179,0.58408,0.94607,0.90699,0.78179,0.8592,0.71013,0.89922,0.78744,0.85569,0.6734,0.96086,1.94451,0.9357,1.2617,0.000596643,0.000596643,0.000596643
229,6533.6,0.58362,1.0522,0.49321,0.93977,0.84798,0.81374,0.85962,0.70018,0.8435,0.8149,0.85808,0.66351,0.95557,1.90773,0.91937,1.2462,0.000591928,0.000591928,0.000591928
230,6561.71,0.58977,1.03313,0.50076,0.93153,0.90717,0.78463,0.85784,0.70245,0.8944,0.78084,0.84869,0.66272,0.93346,1.90816,0.92753,1.21873,0.000587213,0.000587213,0.000587213
231,6589.86,0.5973,1.06257,0.50297,0.93324,0.90465,0.78059,0.84965,0.70281,0.90372,0.78139,0.84487,0.67043,0.9406,1.89838,0.94283,1.21117,0.000582497,0.000582497,0.000582497
232,6617.89,0.57739,1.00987,0.50473,0.93613,0.90922,0.78117,0.86044,0.71816,0.8767,0.79718,0.85297,0.67894,0.90789,1.91131,0.90435,1.20059,0.000577782,0.000577782,0.000577782
233,6646.04,0.57077,1.0065,0.49197,0.92426,0.87243,0.81114,0.86458,0.71922,0.86613,0.80735,0.8555,0.6781,0.90535,1.84674,0.87963,1.20527,0.000573067,0.000573067,0.000573067
234,6674.11,0.58764,1.0457,0.49881,0.93264,0.9112,0.77516,0.8564,0.71146,0.90057,0.77562,0.84845,0.6699,0.93761,1.85531,0.91293,1.22432,0.000568352,0.000568352,0.000568352
235,6702.23,0.58006,1.02263,0.48649,0.92504,0.91512,0.78926,0.8647,0.70938,0.9088,0.78537,0.85637,0.67574,0.94538,1.88184,0.88899,1.23788,0.000563637,0.000563637,0.000563637
236,6730.28,0.58645,0.99758,0.48746,0.93474,0.93247,0.76264,0.86124,0.71464,0.92854,0.76334,0.85567,0.67292,0.9085,1.92064,0.89213,1.20762,0.000558921,0.000558921,0.000558921
237,6758.39,0.58128,1.0147,0.47404,0.92993,0.89761,0.79212,0.85843,0.71061,0.89248,0.78969,0.84839,0.67229,0.9028,1.93498,0.90481,1.196,0.000554206,0.000554206,0.000554206
238,6786.44,0.58601,0.9996,0.49201,0.93237,0.89033,0.80392,0.86074,0.71325,0.86472,0.81279,0.85331,0.67582,0.90855,1.96116,0.90423,1.19657,0.000549491,0.000549491,0.000549491
239,6814.58,0.59448,1.03563,0.48281,0.93301,0.91636,0.78759,0.85314,0.70153,0.88287,0.80798,0.8474,0.67036,0.93879,1.91461,0.91972,1.22822,0.000544776,0.000544776,0.000544776
240,6842.7,0.58728,1.02992,0.47313,0.92751,0.91097,0.80956,0.86566,0.71396,0.90457,0.80154,0.85857,0.67834,0.93909,1.89261,0.86158,1.23019,0.00054006,0.00054006,0.00054006
241,6870.74,0.55826,0.97971,0.48533,0.92791,0.89762,0.79883,0.85822,0.70709,0.88194,0.80307,0.85341,0.67934,0.94081,1.95685,0.88861,1.22179,0.000535345,0.000535345,0.000535345
242,6898.74,0.55787,0.96908,0.47253,0.92553,0.90083,0.79364,0.85757,0.70676,0.89051,0.79446,0.84724,0.67292,0.92416,1.93744,0.90534,1.2035,0.00053063,0.00053063,0.00053063
243,6926.89,0.58535,1.0149,0.47506,0.91818,0.91148,0.80256,0.86276,0.71424,0.90595,0.79764,0.85374,0.68349,0.92692,1.84162,0.91391,1.21654,0.000525915,0.000525915,0.000525915
244,6954.75,0.57608,1.0334,0.48037,0.92518,0.93012,0.78722,0.86056,0.71906,0.91248,0.78627,0.85431,0.67661,0.90973,1.86411,0.89319,1.20388,0.000521199,0.000521199,0.000521199
245,6983.41,0.5594,0.96504,0.47622,0.92279,0.8953,0.8078,0.86638,0.71687,0.914,0.78864,0.8552,0.68203,0.92977,1.91229,0.91888,1.21161,0.000516484,0.000516484,0.000516484
246,7011.26,0.57283,1.04001,0.51226,0.93894,0.89443,0.81089,0.86095,0.71013,0.89325,0.80995,0.85697,0.67616,0.9386,1.93108,0.91387,1.21871,0.000511769,0.000511769,0.000511769
247,7039.11,0.5728,0.97859,0.46952,0.92771,0.905,0.79718,0.85862,0.70299,0.90683,0.7915,0.85102,0.66734,0.9554,1.90139,0.88354,1.22232,0.000507054,0.000507054,0.000507054
248,7066.89,0.56401,1.00988,0.47407,0.91805,0.9053,0.7856,0.86496,0.71203,0.88831,0.79125,0.85202,0.67704,0.93248,1.92497,0.86922,1.21654,0.000502339,0.000502339,0.000502339
249,7094.71,0.57873,1.04354,0.51015,0.9597,0.87782,0.81139,0.86897,0.71219,0.87543,0.80546,0.86221,0.67809,0.92139,1.93235,0.82416,1.20609,0.000497623,0.000497623,0.000497623
250,7122.54,0.5647,1.02312,0.4832,0.92566,0.87426,0.82156,0.86713,0.71039,0.87727,0.81777,0.86013,0.67129,0.91941,1.98906,0.84089,1.20984,0.000492908,0.000492908,0.000492908
251,7150.39,0.57182,1.00408,0.47967,0.92543,0.87698,0.80735,0.86293,0.70497,0.87988,0.79978,0.85744,0.66582,0.9442,1.94511,0.9107,1.2439,0.000488193,0.000488193,0.000488193
252,7178.22,0.57729,0.9725,0.47067,0.93256,0.89545,0.80451,0.86436,0.70395,0.88783,0.80167,0.85469,0.67432,0.93661,1.90755,0.89646,1.22822,0.000483478,0.000483478,0.000483478
253,7206.07,0.54294,0.94797,0.44526,0.91899,0.92138,0.78203,0.86439,0.7121,0.91722,0.78487,0.86021,0.68079,0.93576,1.88619,0.90396,1.21824,0.000478762,0.000478762,0.000478762
254,7233.84,0.58499,1.00386,0.48605,0.93983,0.88786,0.79727,0.86192,0.71082,0.88666,0.79632,0.85712,0.67306,0.94341,1.91623,0.90129,1.23327,0.000474047,0.000474047,0.000474047
255,7261.63,0.54442,0.9635,0.46103,0.91939,0.92542,0.79315,0.86286,0.70804,0.88896,0.81717,0.85896,0.67373,0.93627,1.91602,0.89694,1.22943,0.000469332,0.000469332,0.000469332
256,7289.43,0.56723,0.98187,0.47528,0.93325,0.93044,0.78026,0.87353,0.70601,0.89825,0.80167,0.86386,0.67622,0.9257,1.87277,0.86238,1.20431,0.000464617,0.000464617,0.000464617
257,7317.25,0.55253,0.95752,0.45802,0.92319,0.91969,0.78763,0.86277,0.694,0.90879,0.78543,0.84972,0.66051,0.95344,1.92712,0.88004,1.22665,0.000459901,0.000459901,0.000459901
258,7345.09,0.56557,0.98551,0.46505,0.91421,0.88486,0.81806,0.8698,0.71388,0.87723,0.80975,0.85626,0.68048,0.9473,1.87739,0.89756,1.2316,0.000455186,0.000455186,0.000455186
